,Name,Unnamed: 0,MRN,Legal gender,DOB,Telephone,SSN,Doctors Name,patients_adress,Doctors Address,Health Plan Number,Date of Visit,Admission Type,Test Results,Billing Account Number,RN,Language spoken,Language written,Email,Marital status,symptoms,Contact Person Name,Date of Discharge
2522,Brooke Dougherty,2522,9962594629,Female,1995-02-16,+1253-974-7789,691-50-9852,Kristen Harrison,"142 Jackson Rapids Apt. 725 Jenniferburgh, DC 77461","3819 Michael Mission Dunnside, MN 31436",HPB-66215,2021-03-22,Emergency,Inconclusive,#666226,Karen Hanna,English,,Brooke.Dougherty@gmx.com,Married,fatigue,Brittney Maynard (fiancee),2021-04-04
2523,Kim Hull,2523,5327942181,Female,1989-08-05,+1216-391-4392,698-37-9334,Dr. Kimberly Perry,"75220 Thomas Shoal Apt. 652 Brianburgh, CT 58103",USCGC Martinez FPO AP 71960,HPB-63737,2020-09-03,Elective,Inconclusive,#155913,Joseph Banks,English,,Kim.Hull@brown.com,Married,"High fever, severe headache, joint and muscle pain, rash, nausea or vomiting, bleeding tendencies",Randy Sims (friend),2020-09-13
2524,Heather Parsons,2524,8495927900,Female,1989-03-01,+1734-984-4786,537-56-6316,Katherine Kelley,"9846 Gibbs Mission Apt. 574 Maloneville, MI 01106","501 Sabrina Vista Ellishaven, PR 81646",HPB-89046,2022-06-21,Elective,Normal,#241941,Amy Thompson,English,Arabic,Heather.Parsons@gmx.com,Single,"High fever, body aches, fatigue, cough, sore throat, congestion",Ricardo Moore (friend),2022-06-27
2525,Timothy Aguilar,2525,4515971612,Male,1961-03-24,+1818-473-7678,237-10-9834,Julie Dean,"419 Palmer Crescent Apt. 460 North Mark, ID 08764","PSC 9859, Box 3619 APO AE 31439",HPB-95575,2023-10-10,Elective,Inconclusive,#137969,Jacob Perry,English,,Timothy.Aguilar@dhl.com,Divorced,"Joint pain, stiffness, swelling",Brittany Lee (fiancee),2023-11-05
2526,Jacqueline Sanchez,2526,6369285455,Female,1964-01-12,+1252-489-2517,235-39-2345,Brent Jenkins,"3064 Bailey Tunnel Apt. 481 North Sarah, NH 81589","47784 Jason Lane Apt. 738 North Megan, LA 03263",HPB-41616,2020-08-09,Emergency,Normal,#693172,Aaron Hubbard,Arabic,German,Jacqueline.Sanchez@dhl.com,Divorced,cough,Matthew Elliott (fiancee),2020-09-07
2527,Jennifer Jones,2527,2105566249,Female,2000-03-03,+1920-337-5233,662-61-9154,Angela Nelson,"02826 Lewis Skyway Cohenshire, FM 44618","79442 Jody Path Perezmouth, OK 38677",HPB-46152,2022-01-07,Urgent,Abnormal,#857518,Chase Norman,English,,Jennifer.Jones@aol.com,Single,"Sudden numbness or weakness of the face, arm, or leg (typically on one side of the body), confusion, trouble speaking or understanding, severe headache",Jennifer Sanchez (friend),2022-01-28
2528,Kristen Russo,2528,2901913404,Female,1961-02-06,+1956-724-3017,699-10-4637,Daniel Miller,"563 Jesse Walk Apt. 391 Jeffreyton, MN 93825","438 Melissa Forges Suite 873 Cookville, MI 31792",HPB-38424,2022-06-15,Elective,Abnormal,#715418,James Caldwell,English,,Kristen.Russo@dhl.com,Single,"Fatigue, weight gain, sensitivity to cold, dry skin, constipation, depression, muscle weakness, elevated cholesterol levels",Patricia Williams (girlfriend),2022-07-07
2529,Connie Sims,2529,5792567563,Female,1986-07-02,+1916-658-8732,206-18-7405,Hunter Casey,"7827 Rollins Common West Douglas, WI 05750","35110 Steven Squares Suite 954 Stephaniefurt, MH 12587",HPB-37390,2023-07-25,Urgent,Inconclusive,#849486,Charles Blanchard,English,,Connie.Sims@yahoo.com,Single,"Persistent feelings of sadness, emptiness, or hopelessness, frequent crying, irritability, loss of interest or pleasure in activities, difficulty bonding with the baby, changes in appetite or sleep patterns, overwhelming fatigue, feelings of guilt or worthlessness, trouble concentrating or making decisions, thoughts of self-harm or harming the baby",Larry Harper (girlfriend),2023-08-15
2530,Kevin Huff,2530,6129366523,Male,2001-01-29,+1253-145-4508,310-80-5233,Stephanie Berger,"5738 Jessica Drive Jameshaven, LA 15419","57715 Ramirez Cape West Jesus, NM 08279",HPB-26206,2020-10-01,Urgent,Abnormal,#345172,Tony Downs,Russian,English,Kevin.Huff@brown.com,Single,"Persistent cough with yellow or green mucus, chest congestion, fatigue",Lisa Baker (fiancee),2020-10-22
2531,Brandi Watts,2531,6431728424,Female,2001-09-24,+1602-177-3640,176-34-2223,Justin Stephens,"32851 Gary Landing Apt. 816 Lake Stephanie, TX 19124","PSC 7214, Box 9879 APO AE 97997",HPB-81641,2019-10-05,Emergency,Abnormal,#416790,Charles Harris,English,,Brandi.Watts@dhl.com,Single,"Cough, fever, chest pain, difficulty breathing","Kristi Watts (father), Denise Watts (mother)",2019-10-07
2532,Bobby Walker,2532,5805654082,Male,1998-02-05,+1984-405-9531,659-59-2154,Douglas Stanley,"PSC 9163, Box 2053 APO AA 77366","186 Lisa Trail Apt. 640 Matthewsville, IA 61663",HPB-49244,2020-06-21,Emergency,Inconclusive,#868970,Corey Stevens,English,,Bobby.Walker@aol.com,Single,"Nausea, vomiting, diarrhea, abdominal pain or cramps, fever",Kenneth Nichols (girlfriend),2020-07-19
2533,Anna Jones,2533,6679882328,Female,1957-03-04,+1260-785-7062,505-77-1780,Michael Nelson,"430 Moore Mission Apt. 438 Ryanfort, NY 74098","58549 David Dam Suite 014 South Brucehaven, FL 73962",HPB-32799,2021-12-06,Emergency,Inconclusive,#973381,Heather Glenn,English,,Anna.Jones@dhl.com,Married,,Jeffrey Friedman (girlfriend),2021-12-25
2534,Julia Price,2534,7798184444,Female,1970-04-13,+1254-329-7304,772-56-4491,Chad Ibarra,"PSC 1195, Box 4951 APO AA 77536","58180 Daniel Ford Apt. 404 East Anne, IL 83022",HPB-28929,2022-05-27,Urgent,Abnormal,#287363,Gina Harrell,English,,Julia.Price@brown.com,Married,"Frequent urination, burning sensation during urination, cloudy or bloody urine, pelvic pain",Sarah Smith (fiancee),2022-06-12
2535,Linda Lee,2535,1913259705,Female,1942-01-08,+1760-356-1134,666-44-1837,Andrea Armstrong,Unit 2830 Box 9457 DPO AA 09435,"280 Acevedo Motorway North David, WA 38893",HPB-75702,2021-09-10,Urgent,Normal,#507795,William Wu,English,,Linda.Lee@gmail.com,Married,"Fatigue, weight gain, sensitivity to cold, dry skin, constipation, depression, muscle weakness, elevated cholesterol levels",James Moore (friend),2021-09-19
2536,Justin Smith,2536,4805157304,Male,1966-10-26,+1712-247-6117,486-34-4475,Jonathan Mccarthy,"277 Perry Pike Apt. 605 Port Christinaton, MH 12221","46890 Reed Mill Suite 298 Laurafort, CO 26915",HPB-56542,2023-06-23,Emergency,Abnormal,#227866,Ryan Mcdaniel,English,,Justin.Smith@yahoo.com,Divorced,fever and fatigue,Joseph Lee (friend),2023-06-27
2537,Gloria Richard,2537,7024532066,Female,2005-04-30,+1707-887-9128,767-75-5926,Harold Lara,"912 Martin Tunnel Suite 408 East Johnberg, VA 24459","3501 Klein Corner West Shawn, WY 04294",HPB-36467,2023-08-04,Emergency,Inconclusive,#285254,William Klein,English,,Gloria.Richard@gmx.com,Married,"Lump or swelling in the testicles, pain or discomfort, changes in testicular size or shape","Jennifer Richard (father), Angela Richard (mother)",2023-08-09
2538,Brian Davis,2538,6165463254,Male,1948-05-08,+1828-441-2644,921-68-5566,Danny Porter,"04413 William Burgs Santosview, RI 85346","309 Joseph Mission Apt. 867 North Jimmyport, CO 47670",HPB-18638,2020-05-17,Emergency,Abnormal,#645351,Joe Johnson,English,,Brian.Davis@dhl.com,Divorced,fever and cough,Daniel Rangel (fiancee),2020-05-27
2539,Christopher Schneider,2539,1258685176,Male,1953-03-30,+1404-223-4097,753-93-3808,Bryan Marsh,"361 William Manors Suite 239 Lake Cynthiamouth, MD 25110","09554 Bowen Springs Wilsonberg, UT 23357",HPB-59894,2020-10-09,Elective,Inconclusive,#671431,Terry Young DVM,English,,Christopher.Schneider@brown.com,Single,"cough, fatigue and difficulty breathing",Robin Marshall (fiancee),2020-10-19
2540,Christy Smith,2540,8037155040,Female,1963-01-19,+1732-668-7152,461-56-6912,Kristy Jones,"779 Samantha Extensions Robinsonmouth, MO 28407","848 Christian Field Sallyland, MH 31173",HPB-67288,2020-10-19,Elective,Abnormal,#285054,Nicole Hart,English,,Christy.Smith@gmx.com,Divorced,"Severe headaches, nausea, sensitivity to light and sound",Robert Hendricks (fiancee),2020-11-01
2541,Amanda Hall,2541,6019814451,Female,1960-02-17,+1503-851-1093,464-45-8323,Benjamin Hubbard,"215 Michael Meadows West Bethany, AZ 98095","9163 Riggs Dale Gallagherside, ID 52385",HPB-81611,2021-01-27,Elective,Abnormal,#485333,Mathew Dougherty,English,,Amanda.Hall@yahoo.com,Married,cough and fatigue,Samantha Griffith (fiancee),2021-01-31
2542,Regina Hernandez,2542,2783380306,Female,1986-03-11,+1806-628-6188,103-70-6044,Renee Jackson,"349 Richard Crossing Adamside, ND 21540","184 Cooper Brooks Suite 818 South Kevin, WV 15852",HPB-86789,2019-12-27,Emergency,Inconclusive,#922681,Devin Thomas,English,,Regina.Hernandez@gmx.com,Single,"Cough, fever, chest pain, difficulty breathing",Shannon Martinez (friend),2020-01-26
2543,Keith Vargas,2543,1075436753,Male,1944-03-22,+1614-419-6096,177-76-4048,Ethan Anderson,"4822 Olivia Road Suite 288 North Amymouth, AL 13826","205 Charles Mount Suite 025 Lake Charles, IA 51340",HPB-66906,2020-03-05,Elective,Inconclusive,#613057,Andrew Griffin,English,,Keith.Vargas@yahoo.com,Married,"Gradual vision loss, peripheral vision impairment, eye pain or discomfort, halos around lights",Gregory Jordan (fiancee),2020-03-17
2544,Evan Johnson,2544,4706104594,Male,2012-03-07,+1239-492-9211,916-88-8374,Debbie Schwartz,"273 David Cape Suite 326 Heatherfurt, ID 93734","1941 Alejandro Fort Suite 399 Walkertown, VI 31360",HPB-22953,2025-05-30,Elective,Inconclusive,,Roberta Harris,English,,Evan.Johnson@web.com,Single,"Fragile bones, loss of height over time, back pain, fractures","Gina Johnson (father), Richard Johnson (mother)",
2545,Jacob Clark,2545,3357399350,Male,1967-03-24,+1804-820-1204,754-77-4708,Jessica Ramos,"250 Susan Turnpike Wilsonport, WV 42109","794 Woodward Prairie Suite 596 Lake Tylerfurt, DC 91371",HPB-66174,2022-11-04,Elective,Abnormal,#161753,John Black,English,,Jacob.Clark@aol.com,Single,"fever, cough and fatigue",Lynn Davila (fiancee),2022-11-28
2546,Christopher Schneider,2546,1258685176,Male,1953-03-30,+1404-223-4097,753-93-3808,Megan Rivas,"315 Danielle Common South Pamela, MO 60119","9657 Olson Shoal Suite 357 Robinsonstad, DE 73611",HPB-59894,2022-11-30,Emergency,Inconclusive,#942145,Eric Ayers,English,,Christopher.Schneider@brown.com,Single,"Sudden numbness or weakness of the face, arm, or leg (typically on one side of the body), confusion, trouble speaking or understanding, severe headache",Felicia Shaw (friend),2022-12-09
2547,Jennifer Hodge,2547,9561872030,Female,1976-02-11,+1303-411-6198,581-29-9032,Robin Brady,"7797 Diana Ville Apt. 216 Port Terri, MP 19285","158 Owens Pike Suite 026 Robinchester, NC 82305",HPB-51676,2019-07-26,Emergency,Abnormal,#522320,Kevin Wheeler,English,,Jennifer.Hodge@aol.com,Divorced,"Fragile bones, loss of height over time, back pain, fractures",Crystal Molina (fiancee),2019-08-17
2548,Noah Silva,2548,8727606871,Male,1996-03-28,+1781-137-4923,475-40-8335,Kristie Wilkins,"241 Mahoney Station Port James, OH 49786","72978 Murphy Turnpike Susantown, PW 34857",HPB-45139,2020-11-02,Elective,Abnormal,#924384,Amy Nelson,Chinese,English,Noah.Silva@yahoo.com,Single,fatigue,James Sparks (friend),2020-11-26
2549,Trevor Watson,2549,3589374636,Male,1997-09-11,+1850-457-2312,931-57-5953,Robert Gardner,"06323 Robertson Oval Martinton, MS 89745","24942 Alexis Parks Apt. 404 Wilsonshire, MA 76341",HPB-34286,2023-09-23,Emergency,Abnormal,#855587,Michael Salazar,English,,Trevor.Watson@dhl.com,Single,"Pelvic pain (during menstruation, intercourse, or bowel movements), heavy menstrual bleeding, infertility",Carrie Cook (fiancee),2023-10-14
2550,Terry Smith,2550,3325909773,Male,1980-07-14,+1463-381-4949,167-76-1976,Nicholas Dunn,"39492 Mora Walk Apt. 670 North Lisa, CT 37768","090 Allen Station Johnhaven, KY 39099",HPB-67203,2023-02-12,Urgent,Normal,#790876,Peter Pearson,English,,Terry.Smith@dhl.com,Married,"High blood pressure, increased need to urinate, swelling in the legs and ankles, fatigue, nausea, loss of appetite",Kristin Moran (friend),2023-02-25
2551,David Dennis,2551,8965358412,Male,1970-08-09,+1218-835-4635,825-39-3840,Spencer Dorsey,"1580 Stephanie Cove New Russell, CO 05542","72407 Durham Island Spencerbury, AK 15861",HPB-24140,2019-06-28,Urgent,Normal,#324861,Richard Ellis,English,,David.Dennis@web.com,Married,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Robert Schultz (fiancee),2019-07-13
2552,James Nielsen,2552,6479219484,Male,1945-01-10,+1818-586-7555,380-50-8405,Anna Perry,"9196 Stacie Circle Suite 255 Lake Waynemouth, NJ 28573","99178 Marcus Forge East Zacharyburgh, HI 34505",HPB-80124,2023-12-22,Emergency,Normal,#197777,Karen Alexander,English,,James.Nielsen@yahoo.com,Single,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Ryan Hurley (friend),2024-01-08
2553,Ashley Munoz,2553,6682909438,Female,1946-01-22,+1440-285-2692,311-82-5444,Christopher Moody,"1006 Wood Unions Suite 730 Santosside, GU 84117",Unit 0645 Box 6196 DPO AE 30591,HPB-49400,2022-06-12,Urgent,Abnormal,#566670,Katherine Wilson,English,,Ashley.Munoz@yahoo.com,Single,"Persistent feelings of sadness, emptiness, or hopelessness, frequent crying, irritability, loss of interest or pleasure in activities, difficulty bonding with the baby, changes in appetite or sleep patterns, overwhelming fatigue, feelings of guilt or worthlessness, trouble concentrating or making decisions, thoughts of self-harm or harming the baby",Sandra Anderson (girlfriend),2022-07-01
2554,Madison Brown,2554,4359288951,Female,1977-04-03,+1815-917-6123,678-95-1539,Kimberly Huber,"46656 Mark Hill Scottland, MT 57452","9526 Gary Summit Lake Edward, NE 92569",HPB-45365,2024-01-29,Elective,Normal,#263962,Holly Ayers,English,,Madison.Brown@dhl.com,Divorced,"Fatigue, swelling of the legs or ankles, decreased appetite, difficulty concentrating, increased urination or urine changes, blood in urine, high blood pressure",Patrick Gallegos (friend),2024-01-31
2555,Tyler Scott,2555,9723472678,Male,1991-03-20,+1628-708-6997,230-80-9123,Krystal Shaw,"843 Charlene Forest Apt. 821 Lake Brianville, ID 16330","0027 Jill Viaduct Apt. 090 New Thomashaven, KS 02383",HPB-55633,2022-04-19,Emergency,Inconclusive,#720990,Tonya Ryan,English,,Tyler.Scott@gmx.com,Single,"Persistent cough with yellow or green mucus, chest congestion, fatigue",Ricky Williams (girlfriend),2022-04-25
2556,April Ramirez,2556,4349020547,Female,1937-05-18,+1720-163-1482,239-26-8101,Janice Brown,"5124 Simon Coves Suite 285 Houseport, ID 89717","94591 Barbara Gardens Lake Tracibury, DC 28033",HPB-68879,2023-10-06,Urgent,Inconclusive,#351744,Yvonne Munoz,Spanish,English,April.Ramirez@gmail.com,Single,"Joint pain, swelling, stiffness, limited range of motion, fever, rash",Juan Moss (friend),2023-10-09
2557,Kevin Lucero,2557,2708151392,Male,1976-01-07,+1936-821-8301,377-41-6871,Tiffany Holland,"81462 Harold Cove Suite 782 Millerville, NJ 21507","61683 Parker Extension Port Christopher, TX 02607",HPB-63432,2020-03-19,Urgent,Abnormal,#861293,Sharon Parsons,English,,Kevin.Lucero@brown.com,Married,High blood pressure without proteinuria (preeclampsia),Jason Monroe (fiancee),2020-03-28
2558,Steve Beard,2558,9189474912,Male,1999-04-26,+1276-716-8526,145-82-8535,Jennifer Reid,"10173 Alexander Island Lisastad, MN 86712","38709 Stacy Light Davidmouth, MI 09483",HPB-10782,2022-08-05,Urgent,Inconclusive,#790375,Dr. Jeffrey Santos,English,,Steve.Beard@gmail.com,Married,"Fatigue, abdominal swelling or pain, enlarged liver, elevated liver enzymes, insulin resistance",Paula Perez (fiancee),2022-08-15
2559,Wayne Small,2559,4051659680,Male,1954-07-07,+1573-530-9246,711-28-2570,Nicole Thomas,"63513 Martinez Crescent Rodneyhaven, OR 37578","159 Lambert Tunnel Suite 358 East Patrickstad, NH 90364",HPB-91560,2022-07-26,Elective,Inconclusive,#436924,Jeffrey Smith,English,,Wayne.Small@gmx.com,Single,fatigue,Michael Cook (friend),2022-08-06
2560,Jennifer Reid,2560,8589217726,Female,1945-03-04,+1442-582-5409,244-94-9274,Matthew Valdez,"712 Gonzalez Loop Suite 383 Silvaburgh, LA 51464","599 Leblanc Forest North Tony, FL 34630",HPB-81213,2021-01-10,Urgent,Normal,#344948,Christina Mueller,English,,Jennifer.Reid@dhl.com,Married,"Itchy, red, inflamed skin, rash",David Davis (fiancee),2021-01-27
2561,Tammie Obrien,2561,2207510843,Female,1998-05-23,+1361-734-5724,850-42-5018,Ryan Rose,"1329 Christian Cliffs East Rebeccaland, MP 17775","02099 Harris Turnpike Katherineside, FM 38369",HPB-73148,2020-07-30,Emergency,Normal,#456006,Manuel Kelly,German,English,Tammie.Obrien@aol.com,Married,"Joint pain, stiffness, swelling, fatigue, loss of appetite",Angela Miller (friend),2020-08-02
2562,Emily Lewis,2562,8125785357,Female,1939-01-03,+1754-241-4779,607-17-8448,Erica Smith,"3434 Jesse Summit Cynthiaborough, NM 28755","175 Sandy Turnpike Suite 489 West Timothytown, VI 15195",HPB-77809,2021-12-28,Elective,Abnormal,#109126,Rebecca Martinez,Spanish,English,Emily.Lewis@dhl.com,Married,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",David Campos (girlfriend),2022-01-07
2563,Elizabeth Perez,2563,2008598422,Female,1950-05-11,+1817-828-2571,706-53-9758,Melinda Miles,"5228 Baker Unions North Rebeccaland, LA 66703","594 Emily Summit Suite 637 Duncanborough, MA 06886",HPB-98192,2020-04-17,Elective,Abnormal,#794558,Melody Powell,English,,Elizabeth.Perez@aol.com,Married,"Abdominal pain, jaundice (yellowing of the skin and eyes), unexplained weight loss, loss of appetite, fatigue, nausea, vomiting",Daniel Jones (fiancee),2020-05-14
2564,Jose Atkins,2564,3241358391,Male,1972-01-08,+1540-320-2489,538-33-8458,Kara Williams,"177 Morris Ridges Apt. 275 East Cameron, IN 40672","77198 Franklin Corner Apt. 733 Markshire, SC 71984",HPB-10853,2023-08-20,Elective,Inconclusive,#606563,Brandon Parker,English,,Jose.Atkins@brown.com,Divorced,fatigue,Katrina Hart (girlfriend),2023-09-04
2565,Mark Austin,2565,9476360751,Male,1967-03-27,+1931-989-1477,796-40-5473,Crystal Kirk,"482 Moore Drive Juliemouth, MP 69886","147 Salazar Ramp Suite 421 Stephanieton, VT 33646",HPB-38088,2021-03-12,Urgent,Abnormal,#512152,Chris Fry,English,,Mark.Austin@web.com,Divorced,fatigue,Adrian Nichols (fiancee),2021-03-26
2566,Heather Parsons,2566,8495927900,Female,1989-03-01,+1734-984-4786,537-56-6316,Zachary Gonzalez,"82562 Michael Pines Suite 374 Alexisberg, WV 01868","033 Robinson Locks Apt. 099 Scottshire, AR 73090",HPB-89046,2021-04-09,Urgent,Normal,#743631,Donna Holt,English,Arabic,Heather.Parsons@gmx.com,Single,fever,Joshua Meyer (friend),2021-05-08
2567,Richard Rios,2567,2471137474,Male,1955-04-24,+1316-378-9083,150-66-5442,Jordan Vaughan,"80101 Delgado Glen Apt. 226 Zacharyfort, FM 27890","046 Vasquez Glen Suite 244 South Virginia, MN 67259",HPB-23580,2021-10-05,Emergency,Normal,#866750,Miguel Ball,English,,Richard.Rios@gmx.com,Divorced,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Melissa Maldonado (girlfriend),2021-10-06
