,Name,MRN,Legal gender,Date of Visit,Telephone,SSN,Doctors Name,patients_adress,Doctors Address,Health Plan Number,Test Results,Billing Account Number,RN,Admission Type,Language spoken,Date of Discharge,DOB,Email,Marital status,Contact Person Name,Language written
2333,Mary Young,2131981500,female,2025-03-15,+1984-556-9735,184-87-3996,Antonio Thompson,"04866 Lauren Lake Apt. 499 North Katieberg, TX 24826","41404 Cynthia Curve Suite 240 Jessicatown, WV 11128",HPB-97493,Abnormal,#853346,Larry Norton,Urgent,English,2025-3-15,2017-03-05,Mary.Young@web.com,Widowed,"Daniel Young (father), Alexandra Young (mother)",
2334,Ashley Phillips,2228011664,female,2025-05-12,+1909-447-6345,969-43-6524,Amanda Fox,"1917 Lori Heights Apt. 968 South Tyler, ME 91128","6960 Garner Mill Shannonhaven, NV 66436",HPB-31957,Normal,#978434,Lisa Gregory,Urgent,English,2025-5-12,1974-03-10,Ashley.Phillips@yahoo.com,Single,Crystal Rogers (girlfriend),
2335,Chase Shaw,4164448650,male,2025-02-08,+1814-895-1583,837-42-1251,David Daniels,USCGC Hunter FPO AA 40950,"802 Jones Parks Apt. 301 Darleneland, MD 77932",HPB-12558,Abnormal,#322651,Lynn Barnett,Urgent,English,2025-2-8,2000-01-25,Chase.Shaw@gmx.com,Single,Debbie Garcia (friend),
2336,Alicia Mcclain,6977151727,female,2025-05-06,+1317-591-9361,283-39-5089,Donna Mcgrath,"534 Michelle Spur Suite 135 Georgeborough, WV 63749","737 Mullins Prairie Apt. 906 West Pamela, VT 26051",HPB-41668,Inconclusive,#105259,Erica Mercer,Urgent,English,2025-5-6,1977-05-26,Alicia.Mcclain@brown.com,Single,Donna Haynes (fiancee),
2337,Erika Campbell,9007429116,female,2025-04-25,+1657-711-5605,320-38-9030,Antonio Mercado,"66026 Jennifer Circle Apt. 242 Julieville, NH 90098","586 Warren Land Ashleyfurt, LA 49999",HPB-55471,Normal,#628112,Brandon Anthony,Emergency,Chinese,2025-5-7,2008-03-27,Erika.Campbell@aol.com,Married,"Ricky Campbell (father), Wendy Campbell (mother)",English
2338,Alison Fernandez,2109216355,female,2025-05-15,+1954-294-5852,133-21-3750,Lydia Johnson,"665 Brian Well Nicholasbury, HI 32485","30046 Richards Stream New Jillianburgh, CT 30914",HPB-14786,Normal,#984330,Eduardo Morris,Elective,English,2025-5-15,1983-02-16,Alison.Fernandez@yahoo.com,Single,Jody Martinez (girlfriend),
2339,Audrey Ballard,9151810448,female,2025-06-01,+1903-505-4421,567-89-7089,Edwin Klein,"95324 Howe Forge Payneview, AR 69158",USCGC Gates FPO AA 99181,HPB-26611,Normal,#349974,Ricardo Decker,Elective,English,2025-6-1,1960-02-11,Audrey.Ballard@dhl.com,Single,Kristen Mathis (girlfriend),
2340,Stacy Murphy,7713508722,unknown,2025-06-28,+1682-428-3956,920-86-3040,Christopher Rich,"162 Hancock Oval Catherineview, MD 79801","9730 Jennifer Row Tammychester, NC 34743",HPB-96674,Inconclusive,#429113,Matthew Warren,Urgent,English,2025-7-2,1999-03-09,Stacy.Murphy@gmx.com,Single,Megan Campbell (fiancee),
2341,Susan Rodriguez,3945457350,female,2025-06-09,+1818-857-3392,280-80-3777,Stacey Richards,"4027 Benjamin Radial Barronchester, IA 02684",Unit 8243 Box 4047 DPO AP 76002,HPB-53729,Normal,#965962,Cindy Williams,Urgent,English,2025-6-9,1970-01-26,Susan.Rodriguez@yahoo.com,Single,Kim Johnson (fiancee),German
2342,William Barr,3578503451,male,2025-05-23,+1913-465-3195,439-56-5887,Christopher Patterson,"601 Johnson Branch Brittanyberg, MT 18987","PSC 6944, Box 8839 APO AA 91644",HPB-16070,Abnormal,#939684,Jennifer Gibson,Elective,English,2025-5-23,1952-04-27,William.Barr@gmx.com,Single,Sherry Black (friend),
2343,Nicholas Chavez,9878371017,male,2025-06-21,+1626-915-1065,925-10-2003,Mary Hansen,"933 John Way Apt. 676 Heatherhaven, NC 61258","7072 Samantha Roads South Patrick, ID 61100",HPB-31390,Normal,#545200,Victoria Smith,Elective,English,2025-6-21,1941-02-03,Nicholas.Chavez@dhl.com,Single,Melissa Taylor (girlfriend),
2344,Kevin Simon,2470550668,male,2025-04-18,+1712-290-9815,483-33-5446,Crystal Barry,"9452 Anne View Apt. 688 South Nicholasburgh, WV 69309","07189 Harmon Shores Suite 130 Smithland, NC 30844",HPB-97620,Abnormal,#485840,Danny Anthony DDS,Elective,English,2025-4-18,1992-04-28,Kevin.Simon@gmx.com,Single,Caroline Garrett (fiancee),
2345,Paul Clark,7167418422,male,2025-06-29,+1971-692-6074,792-99-4563,Kenneth Simpson,"80478 Tucker Springs Suite 583 Williamsshire, UT 71432","5204 Ryan Trace Suite 533 New William, AR 65596",HPB-61497,Abnormal,#467422,Jose Hunter,Urgent,English,2025-7-9,1963-05-02,Paul.Clark@gmx.com,Single,Mary Medina (girlfriend),
2346,Jenna Gardner,6548873537,female,2025-05-07,+1281-165-5543,725-79-6120,Shawn Young,"9844 Douglas Hill Suite 602 West Amandaville, DE 75855","0404 Lisa Union West Brendaborough, WV 27631",HPB-99201,Normal,#802939,Brent Smith,Emergency,English,2025-5-7,1980-05-22,Jenna.Gardner@gmx.com,Single,Rhonda Williams (girlfriend),
2347,Tracey Fernandez,5734659938,female,2025-05-21,+1650-254-3405,545-79-4333,Jeffrey Daniels,"80259 Williams Row East Terrichester, NY 15413","12794 Dale Island Walshton, LA 04558",HPB-11040,Normal,#242508,Madison Norman,Elective,English,2025-5-21,2004-02-11,Tracey.Fernandez@web.com,Single,Erica Rose (girlfriend),
2348,Diane Cherry,7359778834,female,2025-06-22,+1563-528-4715,697-49-6384,Richard Griffin,"7556 Jacqueline Keys Apt. 718 South Angelahaven, NY 45478","05927 Lee Creek Apt. 223 Tuckerside, AL 44191",HPB-35481,Normal,#424303,Brittany Rivas,Elective,English,2025-6-22,1992-05-04,Diane.Cherry@web.com,Single,Ashley Scott (fiancee),
2349,Charlene Johnson,1256355513,female,2025-03-22,+1551-704-8445,141-52-1277,Steven Mcguire,"47202 Glenn Pass Suite 294 Michellebury, CT 32202","6729 Andrea Hill Alanport, FM 09137",HPB-61793,Normal,#911093,Anthony Payne,Elective,English,2025-3-22,1992-01-09,Charlene.Johnson@web.com,Single,Emma Herrera (friend),
2350,Jim Gibbs,2786874999,male,2025-06-15,+1320-155-7538,269-53-1286,Javier Lamb,"7684 Taylor Coves Suite 860 Port Veronicatown, NY 72776","3755 Hartman Ramp North Kenneth, MN 02389",HPB-25938,Abnormal,#971054,Christina Lee,Urgent,English,2025-6-15,1952-05-24,Jim.Gibbs@brown.com,Single,Jacqueline Cross (friend),
2351,Robert Crawford,3127328453,male,2025-01-20,+1520-583-2514,970-70-5308,Barbara King,"448 Tapia Tunnel New Peggyfurt, SD 57313","1338 Ray Keys Suite 452 East Sherryfort, FL 92608",HPB-17385,Inconclusive,#363542,Ryan Carr,Elective,English,2025-1-20,1953-01-25,Robert.Crawford@yahoo.com,Single,Melissa Porter (girlfriend),
2352,Dustin Parker,2400392938,male,2025-06-26,+1818-678-1573,469-33-1865,Christina Johnson,"2457 Roman Junctions Terrelltown, IN 63324",Unit 6244 Box 2059 DPO AE 17620,HPB-42011,Abnormal,#726503,David Charles,Emergency,English,2025-7-7,1997-01-30,Dustin.Parker@yahoo.com,Single,Jacqueline Diaz (girlfriend),German
2353,Natasha Turner,9043132392,female,2025-06-30,+1732-430-3036,116-95-8825,Jorge Flores,"781 Stevens Street Apt. 865 West Ryan, HI 80001","1752 Michelle Extension Whitneyberg, AS 56592",HPB-31822,Abnormal,#876024,Dana Diaz,Elective,English,2025-7-4,2021-03-16,Natasha.Turner@yahoo.com,Single,"Shawn Turner (father), Desiree Turner (mother)",
2354,David Turner,2954416894,male,2025-06-29,+1281-200-3505,111-65-5474,William Hudson,"86969 Sherry Glens Hernandezhaven, MN 85959","571 Cruz Fork East Tyler, FL 64361",HPB-56433,Abnormal,#713967,Miguel Bennett,Emergency,English,2025-7-8,1945-02-25,David.Turner@dhl.com,Single,Sandra Garcia (girlfriend),
2355,Jason Morgan,1565575419,unknown,2025-07-01,+1984-274-8281,430-75-2590,Jennifer Allen,"4104 Jennifer Roads Apt. 315 Lake Joel, SD 72636","1609 Lynn Track Willieville, NC 76439",HPB-73019,Inconclusive,#719866,Michael Gutierrez,Emergency,English,2025-7-1,1957-06-29,Jason.Morgan@aol.com,Single,Karen Miller (girlfriend),
2356,Lisa Andrews,1735669299,female,2025-06-22,+1478-319-5021,577-55-5598,John Taylor,"579 Dana Ports Port Lauramouth, OR 81669","61731 Pitts Lane New Samanthamouth, MA 67375",HPB-83229,Normal,#501608,Pamela Hebert,Urgent,Chinese,2025-7-4,1979-06-30,Lisa.Andrews@dhl.com,Single,Robin Baker (friend),English
2357,Eddie Rojas,3236796693,male,2025-04-23,+1774-841-9986,236-80-7971,Randall Manning,"7896 Newman Loop Port Kellyport, CO 76335","999 Julie Alley East Robert, MH 42846",HPB-48794,Normal,#156751,Heather Cunningham,Emergency,English,2025-4-23,2013-03-15,Eddie.Rojas@gmx.com,Married,"Juan Rojas (father), Rhonda Rojas (mother)",
2358,John Wright,4495372378,male,2025-05-08,+1860-970-9046,597-95-8242,Cynthia Bird,"72086 Rich Isle East Ericmouth, UT 53540","662 Jenkins Avenue Apt. 230 Jenniferberg, NJ 67186",HPB-91400,Abnormal,#313134,Kristine Keller,Emergency,English,2025-5-8,1977-04-08,John.Wright@gmx.com,Single,Michelle Jones (fiancee),
2359,Michelle Miranda,9156604228,female,2025-05-22,+1978-375-9657,527-65-8030,George Taylor DDS,"852 Ramsey Throughway North Terrifort, CA 00615","7414 Brown Passage Apt. 001 New Cynthia, ND 21871",HPB-66849,Normal,#731548,Anna Harmon,Emergency,English,2025-6-1,2014-02-24,Michelle.Miranda@gmx.com,Married,"William Miranda (father), Jennifer Miranda (mother)",
2360,Aaron Cohen,1046666844,male,2025-06-07,+1412-132-3345,990-92-8308,George Bell,"966 Maldonado Drives Suite 855 Cherylberg, WI 40795","192 John Canyon Apt. 770 Lisaport, KY 67506",HPB-46251,Inconclusive,#623788,Kristen Henry,Elective,English,2025-6-7,1966-01-17,Aaron.Cohen@yahoo.com,Single,Renee Torres (fiancee),
2361,Stephen Frazier,3417319671,male,2025-06-16,+1267-851-4636,144-87-6296,Jose Reeves,"319 Jon Orchard Oscarport, RI 69292","69017 Jeffrey Shoal Suite 841 West Michaelburgh, MN 03585",HPB-29801,Normal,#612871,Bryan Schmitt,Urgent,English,2025-6-16,2022-01-25,Stephen.Frazier@gmail.com,Single,"Michael Frazier (father), Paula Frazier (mother)",
2362,Denise Hanna,3594537571,female,2025-06-19,+1313-904-3386,565-44-9031,Anthony Mays,"0860 Hernandez Passage South Jessicaton, UT 08550","15646 Mitchell Passage Suite 974 Lisaport, AR 57751",HPB-66243,Inconclusive,#890217,Wendy Roman,Emergency,English,2025-6-19,1995-06-28,Denise.Hanna@aol.com,Single,Lisa Wolfe (friend),
2363,Amanda Pope,5442402595,female,2025-04-17,+1815-607-6920,548-42-3766,Christina Jones,"81639 Kyle Manors Suite 010 Port Amanda, RI 83670","981 Mccormick Neck Katherinemouth, KS 16796",HPB-81280,Normal,#142138,Erica Austin,Elective,English,2025-4-17,1960-02-03,Amanda.Pope@gmail.com,Single,Megan Taylor (girlfriend),Russian
2364,Brandy Ford,1805027081,female,2025-04-19,+1903-526-8935,919-92-4967,Jonathan Morse,"85741 Tabitha Ramp West Ricardoborough, MO 63004","73127 Brenda Cape Seanfurt, DE 54644",HPB-71607,Normal,#985845,Susan Wolfe,Elective,Arabic,2025-4-19,1995-04-29,Brandy.Ford@web.com,Single,Catherine Velasquez (friend),English
2365,Hannah Strickland,2345877792,female,2025-06-14,+1325-571-8431,550-57-2932,Anthony Weber,"3355 Elizabeth Prairie Suite 598 Crystalborough, VA 97669",Unit 9613 Box 2769 DPO AA 24198,HPB-93779,Normal,#499110,Norma Sullivan,Emergency,German,2025-6-14,1979-06-13,Hannah.Strickland@yahoo.com,Single,Michelle Ross (friend),English
2366,Benjamin Silva,9368665851,male,2025-06-02,+1209-682-5316,970-69-4338,Sheila Lee,"20311 Crawford Manor Apt. 068 Haleyside, WV 72893",Unit 0512 Box 4909 DPO AE 14131,HPB-17689,Normal,#254923,Mrs. Jill Bryant DDS,Emergency,English,2025-6-2,1993-05-08,Benjamin.Silva@web.com,Single,Katrina Benjamin (fiancee),
2367,Michelle Contreras,4847663477,female,2025-05-20,+1209-485-6738,404-76-1612,Jon Pratt,"485 Kimberly Shoal Apt. 452 New Glenn, LA 73728","71426 Katie Light Apt. 576 East Loriville, SD 37253",HPB-74442,Inconclusive,#770121,Christine Campbell,Elective,English,2025-5-20,2002-05-07,Michelle.Contreras@brown.com,Single,Kelsey Kelly (girlfriend),
2368,John Watts,2520371965,male,2025-02-26,+1714-956-1796,725-22-7006,Claudia Reed,"4069 Ballard Fords Apt. 318 Shepherdbury, OR 44810","8662 Garrison Island Garnermouth, NE 84859",HPB-63638,Normal,#501597,Alice Moore,Urgent,English,2025-3-5,1983-01-23,John.Watts@gmx.com,Single,Lisa Davis (girlfriend),
2369,Steven Lyons,4790219087,male,2025-06-29,+1956-816-2453,254-56-5647,Dennis Mccoy MD,"008 Cole Mount Suite 120 South Charlesview, NH 69329","1171 Curry Junction Angelicafort, MS 36781",HPB-16261,Abnormal,#508908,Wyatt Gordon,Emergency,English,2025-7-9,2003-02-07,Steven.Lyons@aol.com,Single,Linda Snyder (girlfriend),
2370,Micheal Taylor,7251756702,male,2025-05-12,+1757-324-5899,366-36-9298,Angela Meza,"57877 Owen Rapid Suite 240 Malonetown, CO 21155","5911 Bryant Flats Joseborough, MP 52014",HPB-28437,Inconclusive,#555853,Joseph Ramirez,Emergency,English,2025-5-12,1965-05-09,Micheal.Taylor@brown.com,Single,Heidi Wong (friend),
2371,David Davis,4708429099,male,2025-06-26,+1912-839-6779,572-41-9148,Gregory Tran,"2064 Cox Bridge Apt. 692 South Nicolasville, PW 72690","9594 Zachary Mountain Port Juliahaven, HI 87864",HPB-83856,Normal,#822443,Monica Griffith,Elective,English,2025-7-3,1958-05-09,David.Davis@web.com,Single,Angel Hansen (fiancee),
2372,Anne Mcpherson,7174239378,female,2025-04-13,+1229-946-8516,322-64-6248,Tonya Oneal,"5105 James Stream Suite 775 West Katiebury, WA 21735","299 Lopez Inlet Apt. 791 Danielsside, DE 56277",HPB-25882,Abnormal,#791995,David Marshall,Emergency,Spanish,2025-4-13,1960-01-23,Anne.Mcpherson@web.com,Single,Kristin Johnson (friend),English
2373,Tony Jones,1829221463,male,2025-06-13,+1704-630-3918,352-18-4743,Matthew Erickson,"883 Hayley Branch Apt. 422 East Collinfort, TX 87831","03822 Heidi Track New Jonathanport, OH 66448",HPB-81093,Normal,#141469,Mr. William Lucas,Emergency,German,2025-6-13,2022-06-02,Tony.Jones@web.com,Single,"Ryan Jones (father), Melissa Jones (mother)",English
2374,Heidi Hawkins,7138107123,female,2025-06-19,+1617-804-6459,234-39-6539,Robert Johnson,"4922 Danielle Harbor Suite 889 Bennettstad, TX 27382","65119 Ryan Row Suite 654 Nicholeton, IL 04984",HPB-27079,Abnormal,#508889,Mr. Joseph Andrews,Urgent,English,2025-6-19,2001-04-22,Heidi.Hawkins@brown.com,Single,April Welch (fiancee),Arabic
2375,Pamela Rose,9468659062,female,2025-05-25,+1480-124-8554,592-14-1051,Matthew Baker,"7369 Kristi Squares Apt. 787 Bondton, WV 57006","68872 Delgado Station Apt. 275 Christinachester, NE 36351",HPB-72622,Normal,#545059,Casey Preston,Elective,English,2025-6-2,1975-03-03,Pamela.Rose@brown.com,Single,Abigail Conway (fiancee),
2376,Samantha Benson,5540032517,female,2025-05-28,+1719-859-1622,519-82-6240,Joseph Jackson,"18473 Kendra Lodge Jeremyburgh, NM 40630","99310 Dalton Burgs North Isaiah, NE 51934",HPB-37090,Normal,#688608,Daniel White,Elective,English,2025-6-8,2012-03-04,Samantha.Benson@gmx.com,Widowed,"Gary Benson (father), Dana Benson (mother)",
2377,Brenda Perez,4042349760,female,2025-06-01,+1727-431-5144,641-46-9675,Joseph Mccarthy,"3325 Tucker Hills Port Joseberg, UT 51996","882 Harry Path North Belinda, ND 42618",HPB-39179,Inconclusive,#902501,Brianna Banks,Emergency,English,2025-6-1,1991-01-09,Brenda.Perez@brown.com,Single,Sandra Santiago (friend),
2378,Kimberly Drake,5775237993,female,2025-06-19,+1412-360-7113,634-75-3843,Wendy Mckinney,"7368 Gerald Stravenue Suite 848 New Kellytown, MA 29699","934 Finley Knoll South Tina, HI 28370",HPB-44744,Normal,#382116,James Figueroa,Emergency,English,2025-6-19,1996-04-25,Kimberly.Drake@gmx.com,Single,Christina Levine (girlfriend),
2379,Robert Le,9578556625,male,2025-03-16,+1828-170-3217,830-35-6321,Mr. Frank Lee,"4948 Sheila Groves West Danielburgh, KY 44808","733 Aguirre Highway Alifurt, NE 85082",HPB-58088,Normal,#465706,Rebecca Hardy,Elective,Spanish,2025-3-16,1980-02-20,Robert.Le@dhl.com,Single,Colleen Williams (girlfriend),English
2380,Garrett Cochran,1940743113,male,2025-06-29,+1414-605-3689,825-36-2009,Richard Flores,"7123 Kenneth Canyon Samanthahaven, AR 01934","938 Sierra Causeway South Alexburgh, VT 26898",HPB-35523,Normal,#955952,Christopher Payne,Emergency,English,2025-7-4,1941-04-01,Garrett.Cochran@aol.com,Single,Megan Farrell (girlfriend),
2381,Johnny Frazier,4551526066,male,2025-03-04,+1561-642-3583,981-97-6889,Melissa Fisher,"50110 Deanna Knoll Carrollmouth, MP 92617","846 Willie Causeway Suite 462 West Jamesstad, WA 67980",HPB-74298,Normal,#895968,Margaret Powell,Urgent,English,2025-3-4,2017-03-30,Johnny.Frazier@yahoo.com,Divorced,"Brian Frazier (father), Brenda Frazier (mother)",
2382,Sheila Reed,4224371864,female,2025-06-23,+1412-141-9937,663-45-2641,Christian Johnson,"4730 Mathews Mews Apt. 613 Riosshire, NM 29609","678 Antonio Burg Gonzalezville, IN 42865",HPB-63925,Normal,#666773,Joseph Hayden,Elective,English,2025-6-23,1986-06-29,Sheila.Reed@yahoo.com,Single,Ashlee Flowers (friend),German
2383,Wendy Romero,9897659346,female,2025-02-22,+1262-407-9590,827-68-8812,Sarah Payne,"649 Lisa Extension Apt. 649 Shelbyberg, VI 50421","942 Brooks Trace Apt. 929 Hannahhaven, FM 23528",HPB-55450,Normal,#740749,Lisa Ball,Elective,English,2025-3-4,2010-01-07,Wendy.Romero@gmx.com,Single,"Robert Romero (father), Anita Romero (mother)",
2384,Gabriela Tran,2962281108,female,2025-06-27,+1669-458-8132,913-14-9500,Leah King,"3454 Scott Port Apt. 411 West Feliciastad, MH 19613","414 Kristina Summit Apt. 688 Sanchezview, ND 80722",HPB-84631,Normal,#367351,John Santana,Elective,Arabic,2025-7-1,1953-01-04,Gabriela.Tran@dhl.com,Single,Chelsea Newton (girlfriend),English
2385,William Le,8326527305,male,2025-06-18,+1650-828-3429,543-27-7475,Karen White,"041 Suzanne Walks South Patrickmouth, MH 15743","5407 Amanda Camp South Victorhaven, PA 89068",HPB-58102,Abnormal,#897329,Maria Thompson,Urgent,Spanish,2025-6-18,1993-04-13,William.Le@yahoo.com,Single,Sarah Watts (girlfriend),English
2386,Susan Wilson,9318544997,female,2025-06-03,+1201-238-9738,150-37-6733,Jason Andrews,"710 Young Course Apt. 968 New Cherylfurt, MS 97556",USCGC Ward FPO AE 58334,HPB-10231,Inconclusive,#657932,Tonya Chang,Urgent,English,2025-6-3,2005-05-13,Susan.Wilson@brown.com,Single,Megan Smith (friend),Russian
2387,Tyler Morales,4235612466,male,2025-06-15,+1404-610-1237,324-26-5119,Sonya Smith,"14701 Jackson Harbor Suite 716 Wangborough, MO 64875","78666 Young Mountains Apt. 006 Alyssashire, MP 19018",HPB-66788,Normal,#962658,Jill Flynn,Emergency,English,2025-6-15,1971-02-28,Tyler.Morales@web.com,Single,Amanda Pratt (fiancee),
2388,Heather Beard,7656358026,female,2025-05-14,+1347-499-1613,653-10-7210,Sharon Garza,"0465 Knox Locks Apt. 523 East Ann, WA 23280","380 Pamela Plaza Suite 020 Johnside, VA 93748",HPB-57199,Normal,#843032,Felicia Moreno,Urgent,English,2025-5-14,1988-05-27,Heather.Beard@gmx.com,Single,Carmen Pittman (friend),
2389,John Olson,1621160962,male,2025-03-31,+1657-579-6468,197-99-8685,William Parker,"655 Beasley Locks Suite 521 Shawnastad, MS 78548","627 Richard Locks Apt. 520 Timothyberg, NV 26491",HPB-91027,Inconclusive,#242263,Gina Mcgee,Elective,English,2025-4-10,1968-03-30,John.Olson@brown.com,Single,Christina Jackson (girlfriend),
2390,David Garcia,6981786642,male,2025-06-21,+1215-384-7896,169-50-3052,Jennifer Castaneda,"361 Dalton Spurs Suite 385 South Michael, DC 02482","892 Barbara Road North Emilyberg, IA 48293",HPB-45766,Normal,#525120,James Garcia,Emergency,Arabic,2025-7-3,1972-04-02,David.Garcia@gmail.com,Single,Maria Fox (friend),English
2391,Anthony Case,3096990984,male,2025-07-01,+1718-970-2849,201-94-9458,Miss Pamela Mays,Unit 4889 Box 0002 DPO AP 86022,"6438 Zoe Cliff Kathleenborough, UT 90617",HPB-29344,Normal,#218068,Mitchell Lyons,Emergency,English,2025-7-1,1967-04-11,Anthony.Case@gmx.com,Single,Tracy Daniel (fiancee),
2392,Tiffany Wallace,4340408092,female,2025-05-22,+1915-464-1162,135-73-7341,Brett Mullins,"228 Dustin Flat Suite 376 Lopeztown, ME 28437","2683 Jessica Manors Suite 129 Jimenezport, CO 64972",HPB-72018,Normal,#975530,Cheryl Pugh,Elective,English,2025-6-1,1997-04-13,Tiffany.Wallace@yahoo.com,Single,Stacey Robertson (girlfriend),
2393,Andrea Randolph,2895856760,female,2025-06-19,+1517-831-6152,913-23-9688,Jose Anderson,Unit 3949 Box 6550 DPO AA 64152,"24973 Robert Key Suite 709 Jacksonside, CT 57246",HPB-62757,Abnormal,#112539,Erica Santana,Emergency,English,2025-6-19,2016-05-18,Andrea.Randolph@aol.com,Married,"Brian Randolph (father), Renee Randolph (mother)",
2394,Lori Thompson,8944295739,female,2025-06-01,+1617-941-2296,525-31-7018,Travis Lane,"6604 Taylor Place Port Michael, GU 77979","0938 Reese Mills Suite 062 North Justinberg, VA 03331",HPB-56247,Inconclusive,#517829,Jeffrey Robinson,Elective,English,2025-6-1,1980-05-07,Lori.Thompson@brown.com,Single,Lisa Scott (fiancee),
2395,Kevin Nelson,9784674307,male,2025-04-13,+1419-254-8133,714-69-2933,Jennifer Nunez,"49596 Kelli Gateway Jacobsmouth, DC 72817","75986 Hickman Island Ivanberg, NE 63295",HPB-32169,Abnormal,#161314,Andrew Atkins,Urgent,English,2025-4-13,1980-01-13,Kevin.Nelson@web.com,Single,Tina Lopez (girlfriend),
2396,Brian Smith,9836666556,unknown,2025-05-02,+1419-215-8709,747-64-6853,Katie Torres,Unit 4587 Box 8654 DPO AP 45772,"4979 Snyder Island Stokesburgh, UT 52048",HPB-38790,Abnormal,#579774,Carrie Mclean,Elective,English,2025-5-2,1989-02-16,Brian.Smith@brown.com,Single,Karen Travis (fiancee),
